,dis_subtype,dis_type,end_date,insur_dam,iso,location,st_date,total_affected,total_dam,total_deaths
2009-0165,Tropical cyclone,Storm,10/05/2009,,PHL,"Aringay, Agoo, Bacnotan, Bagulin, Bauang, Burgos, Caba, Naguillian Pugo, Rosario, San Gabriel, San Juan, Sto Thomas, Tubao, San Fernando city (La Union province); Anda, Agno, Bani, Bolinao, Dasol, Infanta, Lingayan, Mabini, Sta Barbara, Sual, Alaminos city, Dagupan city (Pangasinan province); Ambaguio, Bagabag, Bambang, Bayombong, Dupax del Sur, Solano, Sta Fe (Nueva Vizcaya province); Aurora, Cabaruan, Cordon, Delfin Albano, Ilagan, Luna, Quirino, Ramon, Reina Mercedes, Cauayan city, Santiago city (Isabela province); Cabarroguis, Saguiday (Quirino province), Rizal (Cagayan province); Sta Cruz, Olongapo city (Zambales province); Guagua (Pampanga province); Kiangan, Asipulo, Lamut, Lagawe, Hingyon, Hungduan, Tinoc, Aguinaldo, Alfonso Lista (Ifugao province); Pinukpuk, Lubuagan (Kalinga province); Baguio city (Benguet province)",07/05/2009,401007,30342,77
2009-0174,Tropical cyclone,Storm,05/05/2009,,PHL,"Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon, Masbate provinces",29/04/2009,383465,25810,29
2009-0192,Landslide,Landslide,18/05/2009,,PHL,"Magapispis, Sitio Boringot, Brgy Napnapan and Sitio Gumayan, Brgy Kingking (Pantukan, Compostela Valley province)",18/05/2009,16,,10
2009-0193,Convective storm,Storm,15/05/2009,,PHL,"Brgy Damatog (North Kabuntalan, Maguindanao)",15/05/2009,100,5,
2009-0194,Flash flood,Flood,18/05/2009,,PHL,"Sultan Kudarat, Maguindanao (Brhys Bulalo, Salimbao, Calsada, Banigo, Katuli, Lower Limbao, Maluag)",18/05/2009,34325,,
2009-0195,Riverine flood,Flood,18/05/2009,,PHL,"Lanao del Norte (Iligan city ; Brgys Mahayahay, Pugaan, Tambacan, Ubaldo Laya, Pala-o, Tipanoy, Tubod barangays)",18/05/2009,715,,
2009-0239,Tropical cyclone,Storm,26/07/2009,,PHL,"Metro Manila (NCR), Pampanga (Region III), Batangas, Cavite, Quezon (Region IV-A), Romblon, Oriental Mindoro, Occidental Mindoro, Marinduque (Region IV-B), Albay, Camarines Sur, Masbate (Region V), Antique (Region VI), Cebu (Region VII), Leyte, Biliran, Western, Eastern and Northern Samar (Region VIII)",23/07/2009,110405,4281,16
2009-0265,Tropical cyclone,Storm,18/07/2009,,PHL,"Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion (Ilocos Norte municipality, Region I); Naic, Kawit, Noveleta, Bacoor, Cavite city (Cabite municipality), San Mateo, Rodriguez (Rizal municipality) (Region IV-A); Passig, Las Pinas, Marikina, Quezon, Taguig cities (Metro Manila muncipality, NCR Region)",18/07/2009,248058,,5
2009-0267,Flash flood,Flood,17/07/2009,,PHL,Bukidnon (Valencia city),17/07/2009,920,,
2009-0289,Flash flood,Flood,10/08/2009,,PHL,"North Cotabato (Kabacan, Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit), Maguindanao (Sultan Kudarat, Sultan Mastura, Mangundadatu, Buluan, Pandag, South Upi, North Kabuntalan, Ampatuan, Shariff Aguak, Datu Abdullah Sangki, Matanog, Mamasapano, Buldon, Datu Odin Sinsuat, Cotabato City), Lanao del Sur (Malabang, Kapatagan, Balabagan, Pualas, Calanugas), Saranggani (Kiamba , Maasim, Malapatan, Maitum, Alabel, Glan), South Cotabato (Banga, Tupi, Norala, Polomolok, General Santos City (Barangay West and Baranguay Bawing)), Davao del Sur (Jose Abad Santos, Sarangani), Sultan Kudarat (Lambayong, Isulan, Esperanza, Bagumbayan, Sen Ninoy Aquino, Kalamasig)",04/07/2009,505102,22960,22
2009-0311,Riverine flood,Flood,05/08/2009,,PHL,"Metropolitan Manila (Pasig city  (Santolan, Sta Lucia, Maybunga baranguays), Marikina city (Malanday))",05/08/2009,1578,,
2009-0321,Tropical cyclone,Storm,08/08/2009,,PHL,"Bagio city, Benguet, Capas, Tarlac, Bautista, Pangasingan, Botolan, Zambales, Mandaluyong city (Central and Northern Luzon)",04/08/2009,94229,25000,26
2009-0360,Tropical cyclone,Storm,08/09/2009,,PHL,"Botolan (Zamables); Pilar, Morong, Hermosa, Dinalupihan (Bataan) - Region III; Sibalom (Antique); San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran (Negros Occidental) - Region VI; Bayawan city (Negros Oriental) - Region VII",02/09/2009,95700,,1
2009-0373,Tropical cyclone,Storm,09/09/2009,,PHL,"Botolan, Iba, San Antonio, San Felipe, San Marcelino (Zambales); Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal (Battan); Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas (Pampanga); Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel (Bulacan) - Region III; Calamba city (Calamba) - Region IV",08/09/2009,388373,6303,15
2009-0374,Tropical cyclone,Storm,13/09/2009,,PHL,"Santa Teresita (Cagayan) - Region II; Silang (Cavite); Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro (Laguna) - Region IV; Pasil (Kalinga) - CAR",12/09/2009,48333,,3
2009-0404,Ground movement,Earthquake,19/09/2009,,PHL,Pablacion (Norala) Panay (Santo Nino) (South Cotabo),18/09/2009,392,90,
2009-0414,Tropical cyclone,Storm,27/09/2009,,PHL,"Bolinao, Sual, Dagupan city (Pangasinan, Region I); Rizal, Cabarroguis (Quirino, Region II); Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay cities (NCR, Region II); Balanga city, Orani, Mariveles, Hermosa (Bataan, Region III); Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel (Bulacan, Region III); Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita (Pampanga, Region III); Licab (Nueva Ecija, Region III); Calaca, Nasugbu, Lemery, Balayan, Bauan, Laurel, Tanauan city, Talisay (Batangas, Region IV-A); Pengil, Alaminos, Paete, Los Banos, Cabuyao, Bay, Lumban, Pila, Pakil, Victoria, Calamba city, Sta.Cruz (Laguna, Region IV-A); Tanay, Taytay, Angono, Morong, Rodriguez, San Mateo, Antipolo city, Teresa (Rizal, Region IV-A); GMA, Ge,.Trias, Carmona, Noveleta, Rosario, Tanza, Imus, Silang Bulihan, Maragondon, Ternate, Naic, Bacoor, Dasmarinas, Cavite city (Cavite, Region IV-A); Infanta (Quezon, Region IV-A); Magsaysay, San Jose (OCC Mindoro, Region IV-B); Naga city, Sangay, Pasacao (Camarines Sur, Region V); San Pascuan (Masbate, Region V), Pioduran (Albay, Region V); Pilar (Sorgoson, Region V); Zamboanga city (Zamboanga Del Sur, Region IX); Kalamasig (Sultan Kudarat, Region XII); Kabugao (Apayo, CAR); Kabayan (Benguet, CAR)",24/09/2009,4901763,237489,501
2009-0422,Tropical cyclone,Storm,10/10/2009,,PHL,"NCR; La Union, Pangasinan, Ilocos Norte, Ilocos Sur, (Region I); Isabela, Nueva Vizcaya, Cayagan (Region II); Aurora, Bulacan, Pampanga, Zambales, Nueva Ecija, Tarlac (Region III); Quezon, (Region IV-A); Albay, Camarines Sur, Catanduanes, Sorsogon (Region V); Negros Occidental (Region VI); Apayao, Mt.Province, Kalinga, Benguet, Abra (CAR)",29/09/2009,4478491,585379,512
2009-0478,Tropical cyclone,Storm,28/10/2009,,PHL,"NCR; Aurora, Bataan, Bulacan (Region III); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A); Occidental Mindoro, Oriental Mindoro (REgion IV-B); Albay, Camarines Norte, Damarines Sur (Region V)",28/10/2009,802175,15194,39
2009-0521,Tropical cyclone,Storm,25/11/2009,,PHL,Agusan del Norte province (Caraga); Region VII; Region X,25/11/2009,48142,12,4
2009-0574,Ash fall,Volcanic activity,20/12/2009,,PHL,"Camalig, Daraga, Legaspi city, Tabaco city, Malilipot, Santo Domingo, Ligao city, Guinobatan",14/12/2009,47137,,
2009-0606,Tropical cyclone,Storm,03/08/2009,,PHL,"Panay, Negros, Mindanao Islands",01/08/2009,221422,2888,14
2010-0020,Flash flood,Flood,17/01/2010,,PHL,"Agusan del Norte (Jabonga, Las Nieves, Santiago), Surigao Del Norte (Mainit), Agusan del Sur (Prosperidad, San Francisco), Dinagat Island (Cagdianao, Loreto)",14/01/2010,40198,22,2
2010-0031,Landslide,Landslide,01/01/2010,,PHL,"Valencia village, Cagdianao municipality (Dinagat Islands)",01/01/2010,927,78,2
2010-0033,Riverine flood,Flood,17/01/2010,,PHL,"Mindoro Oriental (Naujan, Baco municipalities)",17/01/2010,15480,,1
2010-0232,Riverine flood,Flood,01/06/2010,,PHL,Southern Mindanao Isl.(Ten villages in the town of Sultan Kudarat),28/05/2010,40000,,27
2010-0281,Riverine flood,Flood,01/06/2010,,PHL,"Sultan Kudarat, Maguindanao (Cotabato city and Brgys Bulalo, Salimbao, Limbo, Gang, Calsada, Banudo, Katuli, Macaguiling, Mulaog, Senditan)  :: farde rouge::",01/06/2010,200000,,
2010-0308,Tropical cyclone,Storm,15/07/2010,,PHL,"Manila city, Muntinlupa city, Pateros (NCR); Dingalan (Aurora); Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Battan); Malolos city (Bulacan); Masantol (Pampanga) - Region III; Agoncillo, Balayan, Balete, Calaca, Calatagan, Laurel, Lemery, Lian, Malvar, Nasugbu, San Nicolas, Santa Teresita, Talisay, Tuy (Batangas); Alfonso, Bacoor, Carmona, Cavite city, Gen. Mariano Alvarez, Indang, Kawit, Maragondon, Mendez, Naic, Noveleta, Rosario, Tagaytay city, Ternate, Trece Martires (Cavite); Alaminos, Bay, Binan, Calamba city, Calaun, Cavinti, Famy, Kalayaan, Liliw, Los Banos, Luisiana, Lumban, Mabitac, Magdalena, Majayjay, Nagcarlan, Paete, Pakil, Pangil, Pila, Rizal, San Pablo-city, Santa Cruz, Santa Maria, Santa Rosa city, Siniloan, Victoria (Laguna?); Alabat, Aimonan, Calauag, Candelaria, Catanauan, General Luna, Infanta, Lopez, Lucban, Lucena city, Macalelon, Mauban, Perez, Polillo, Quezon, Real Tayabas city, Sampaloc, San Antonio, San Francisco, Sariaya, Tabayas city (Quezon); Angono, Antipolo city, Baras, Binangonan, Cainta, Cardona, Jala-Jala, Morong, Pililla, Rodriguez, Tanay, Taytay, Teresa (Rizal) - Region IV; Basud, Capalonga, Daet, Jose Panganiban, Labo, Mercedes, Paracale, San Lorenzo Ruiz, Santa Elena, Talisay, Vinzons (Camarines Norte); Bombon, Caramoan, Lagonoy, Pasacao, Siruma (Camarines Sur); Bagamanoc, Caramoran, Gigmoto, Pandan (Catanduanes)",12/07/2010,585474,8675,146
2010-0371,Riverine flood,Flood,31/07/2010,,PHL,"Maguindnao (Sultan Kudarat, Pagalundan, Datu Montawal), Sultan Kudarat (Lambayong), North Cotabato (Kabacan)",13/07/2010,80920,,
2010-0383,Tropical cyclone,Storm,09/08/2010,,PHL,"Sitio Sabitan, Santo Rosario, Malolos city, Bulacan (REgion III); Navostas West, Navotas city (NCR); REgion IV-B",09/08/2010,1045,,31
2010-0398,Flash flood,Flood,15/08/2010,,PHL,"Zamboanga Del Sur (Zamboanga city: Brgys Putik, Tugbungan, Boalan barangays) :: farde rouge ::",15/08/2010,505,,
2010-0488,Flash flood,Flood,17/09/2010,,PHL,"South Cotabato (Polomok, Koronadal city, Banga, Tupi), Sultan Kudarat (Lambayong, Tacurong city), Davao Del Sur (Marilog district, Davao city), Bukidnon (Kalilangan), Misamis Oriental (Cagayan de Oro city)",10/09/2010,46713,3156,6
2010-0543,Tropical cyclone,Storm,18/10/2010,,PHL,"Aringuay, Bangar (La Union, Ilocos region); Bolinao (Pangasinan); Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo NIno, Tiao (Cagayan, Cagayan Valley); Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela); Casiguran, Dilasag, Dinalungan (Auroa, Central Luzon); Bagio city, Itogon, La Trinidad, Tublay (Benguet, CAR); Pinukbuk, Tabuk (Kalinga, CAR); Tadian (Mountain province, CAR)",18/10/2010,2009026,275745,35
2010-0585,Riverine flood,Flood,10/11/2010,,PHL,"Isabela, Cagayan, Quirino provinces (Region II); Kalinga province (CAR); Aurora province (Region III)",01/11/2010,450673,,16
2010-0606,Ash fall,Volcanic activity,09/11/2010,,PHL,"Casiguran, Juban, Irosin, Magallanes (Sorsogon province)",09/11/2010,14161,,
2010-0659,Flash flood,Flood,25/01/2011,,PHL,"Palawan (Region IV-B), Albay, Sorsogon, Catanduanes (Region V, Bicol), Bohol, Cebu (Region VII, Central Visayas), Eastern Samar, Leyte, Western Samar, Northern Samar, Southern Leyte (Region VIII), Camiguin, Lanao del Norte (Region X, Northern Mindanao), Compostela Valley, Davao Oriental, Davao del Norte, Davao del Sur (Region XI, Davao region), South Cobato (Region XII), Agusan del Norte, Agusan del Sur, Surigao del Norte, Surigao del Sur (Region XIII, Caraga), Maguindanao (ARMM)",24/12/2010,1972446,47411,110
2011-0021,Riverine flood,Flood,07/02/2011,,PHL,"Southern Leyte (Eastern Visayas, Region VIII); Camiguin, Misamis Occidental, Misamis Oriental (Northern Mindanao, Region X); Compostela Valley (Davao region, Region XI); Agusan del Norte, Agusan del Sur, Dinagat Isl., Surigao del Norte, Surigao del Sur (Caraga, Region XIII), Masbate (Bicol region, Region V), Davao Oriental (Davao Region, RegionXI), Sulu (ARMM) ",25/01/2011,638418,12411,23
2011-0044,Riverine flood,Flood,04/02/2011,,PHL,"Sulu (Jolo island), Surigao del Norte, Agusan del Norte, Surigao del Sur, Agusan del Sur (Mindanao)",01/02/2011,2000,,11
2011-0087,Riverine flood,Flood,18/03/2011,,PHL,"Bohol (Central Visayas), Biliran, Eastern Samar, Leyte, Northern Samar, Western Samar, Southern Leyte (Eastern Visayas), Lanao del Norte, Misamis Oriental (Northern Mindanao), South Cotabato (Soccsksargen), Surigao Del Sur (Caraga)",14/03/2011,241777,280,16
2011-0101,Ash fall,Volcanic activity,21/02/2011,,PHL,"Irosin, Juban, Bulan",21/02/2011,32616,,
2011-0141,Landslide,Landslide,22/04/2011,,PHL,"Panganason-B., Kingking, Pantukan, Compostela Valley province (Mindanao)",22/04/2011,574,,24
2011-0157,Tropical cyclone,Storm,11/05/2011,,PHL,"NCR; Bulacan, Zambales (Region III); Albay, Camarines Norte, Camarines Sur, Masbate, Sorsogon (Region V);  Cebu (Region VII); Eastern Samar, Leyte, Northern Samar, Western Samar (Region VIII)",08/05/2011,430092,31259,37
2011-0203,Tropical cyclone,Storm,10/06/2011,,PHL,"Region IV-A, IV-B, III, NCR",09/06/2011,1152,,9
2011-0204,Riverine flood,Flood,19/06/2011,,PHL,"Bukidnon, Compostela Valley, Davao Del Sur, North Cotabato, Sultan Kudarat, Maguindanao ",31/05/2011,944781,10666,12
2011-0221,Flash flood,Flood,29/06/2011,,PHL,"Davao Del Sur (Davao city, Davao Region, Region XI), Cotabato City (Shariff Kabunsuan, Autonomous region in Muslim Mindanao (ARMM)), Northern Mindanao (Region X), Soccsksargen (Region XII) (Mindanao island), Metropolitan Manila (National Capital region (NCR)), Bulacan, Pampanga, Bataan, Tarlac, Zambales (Central Luzon, Region III), Batangas (Calabarzon, Region IV-A), Albay (Bicol, Region V), La Union, Pangasinan (Ilocos Region, Region I) (Luzon Island)",28/06/2011,121005,251,31
2011-0231,Tropical cyclone,Storm,25/06/2011,,PHL,"NCR; Pangasinan (REgion I - Ilocos Norte); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Rizal (Region IV-A - Calabarzon); Albay, Camarines Sur (Region V - Bicol Region)",21/06/2011,1700089,12869,20
2011-0244,Landslide,Landslide,04/07/2011,,PHL,Bukidnon (Northen Mindanao),04/07/2011,5,,5
2011-0272,Tropical cyclone,Storm,27/07/2011,,PHL,"La Pinas (NCR); Nueva Ecija (Region III); Cavite, Quezon (Region IV-A); Marinduque (Region IV-B); Albay, Catanduanes, Camarines Sur, Camarinas Norte, Sorsogon, Masbate (Region V); Iloilo (Region IV); Siquijor (Region VII); Leyte (Region VIII); Ifugao (CAR)",26/07/2011,1108224,63258,84
2011-0279,Tropical cyclone,Storm,02/08/2011,,PHL,"Mandaluyong, Marikina, Quezon, San Juan cities (NCR); Japalit (Pampanga), Paniqui (Tarlac) - Region III; Calatagan, Malvar (Batangas), Antopolo city, Rodriguez, San Mateo (Rizal) - Region IV",02/08/2011,8423,59,11
2011-0301,Riverine flood,Flood,05/08/2011,,PHL,"Iloilo (Iloilo city ; Jaro (Buntalala, Calubihan, Desamparados, Lanit), Manduriao (Calajunan), Arevalo (Sooc) districts)",05/08/2011,2060,,
2011-0305,Landslide,Landslide,05/08/2011,,PHL,"Asinan village (Subic municipality, Zambales province)",05/08/2011,310,,
2011-0341,Tropical cyclone,Storm,29/08/2011,,PHL,"Quezon city (NCR); Pangasinan, Ilocos Norte, Ilocos Sur (Region I); Zambales, Bulacan (Region III); Iloilo (Region IV); Benguet, Abra, Mt Province (CAR); Catanduanes (REhion IV); Zambagua del Sur (Rehion IX)",27/08/2011,403230,34452,43
2011-0367,Flash flood,Flood,19/09/2011,,PHL,"South Cotabato (Polomolok : Landan, Upper Klinan, Klinan 6, Maligo Barangays)",19/09/2011,274,115,
2011-0378,Tropical cyclone,Storm,01/10/2011,,PHL,"Ilocos Sur, La Union, Pangasinan (Region I - ILOCOS Region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Apayao, Benguet, Ifugao, Kalinga, Mountain Province (CAR Region);",01/10/2011,1113775,2655,25
2011-0379,Tropical cyclone,Storm,24/09/2011,,PHL,"NCR; Ilocos Norte, Ilocos Sur, Pangasinan (Region I - Ilocos region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A - Calabarzon); Occidental Mindoro, Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes (Region V - Bicol); Antique, Iloilo (Region VI - Western Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain Province (Region IV) ",24/09/2011,3030846,344173,103
2011-0380,Flash flood,Flood,07/10/2011,,PHL,Misamis Oriental (Jasaan : Bobuntogan),07/10/2011,185,,
2011-0384,Tropical cyclone,Storm,13/10/2011,,PHL,"Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Capiz, Iloilo, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Southern Leyte (Region VIII - Eastern Visayas); Misamis Oriental (Region X - Northern Mindanao); South Cotabato (Region XII - Soccskargen); Dinagat Isl. (Region XIII - Caraga)",13/10/2011,75638,,11
2011-0445,Ground movement,Earthquake,07/11/2011,,PHL,"Valencia (Bukidnon, Mindano Isl.)",07/11/2011,28,,
2011-0468,Riverine flood,Flood,17/11/2011,,PHL,"Cagayan, Isabela (Region II); Aurora (Region III); Capiz (Region VI); Aklan ",14/11/2011,16191,183,5
2011-0469,Flash flood,Flood,14/11/2011,,PHL," Davao del Norte (Carmen, Braulio E. Dujali)",09/11/2011,8610,178881,
2011-0519,Tropical cyclone,Storm,18/12/2011,,PHL,"Cagayan de Oro (Mindanao); Negros Oriental, Czbu (Region VII); Zamboanga del Norte (Region IX); Misamis Oriental, Lanao del Norte, Bukidnon (Region X); Compostela Valley (Region XI); Surigao del Sur (Caraga); Lanao del Sur (ARMM)",15/12/2011,1150300,38082,1439
2011-0540,Riverine flood,Flood,28/12/2011,,PHL,"Catanduanes (Region V - Bicol); Aklan, Capiz, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Leyte, Southern Leyte (Region VIII- Eastern Visayas); Bukidnon (Region X - Northern Mindanao); Compostela valley, Davao del Norte (Region XI - Davao Region); Agusan del Sur, Dinagat Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)",25/12/2011,171809,,12
2011-0542,Riverine flood,Flood,21/12/2011,,PHL,"Aurora (Casiguran : Dilasag : Region III); Isabela, Cagayan (Region II)",21/12/2011,39520,,10
2011-0555,Tropical cyclone,Storm,29/05/2011,,PHL,"Taguig city (NCR); Isabela (Region II - Cagayan valley); Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon (Region V - Bicol region); Zamboanga del Sur (Region IX - Zamboanga Peninsula ); Bukidnon (Region X - Northern Mindanao); Compostela valley, Davao del Norte (Region XI - Davao region); Lanao del Sur, Maguindanao (ARMM)",20/05/2011,446907,431,
2011-0562,Flash flood,Flood,05/05/2011,,PHL,"Negros Occidental (Enrique B. Magalona, Victorias city)",05/05/2011,30858,,
2011-0564,Ash fall,Volcanic activity,18/04/2011,,PHL,"Talisay, San Nicolas, Balete",17/03/2011,1315,,
2011-0576,Tropical cyclone,Storm,24/06/2011,,PHL,,19/06/2011,,,
2011-0588,Flash flood,Flood,20/07/2011,,PHL,Zamboanga Del Sur (Zamboanga city),20/07/2011,469,,
2011-0592,Flash flood,Flood,31/03/2011,,PHL,Compostela Valley province,31/03/2011,871,,2
2012-0002,Landslide,Landslide,05/01/2012,,PHL,"Napnapan village, Pantukan (Compostela valley)",05/01/2012,23,,75
2012-0009,Riverine flood,Flood,17/01/2012,,PHL,"Agusan del Sur, Surigao del Sur (Caraga, Region XIII); Leyte (Eastern Visayas, Region VIII); Region IV-B, Mimaropa; Compostela Valley, Davao del Norte (Davao, Region XI); Negros Occidental (W. Visayas, Region VI)",17/01/2012,88570,,4
2012-0031,Ground movement,Earthquake,06/02/2012,,PHL,Tayasan (Negros Oriental),06/02/2012,320277,8900,113
2012-0042,Riverine flood,Flood,16/02/2012,,PHL,"Agusan del Norte (Jabonga municipality, Caraga region, Region XIII); Lanao del Norte (Kauswagan and Bacolod, Northern Mindanao, Region X)",14/02/2012,569,,
2012-0078,Riverine flood,Flood,27/02/2012,,PHL,Sultan Kudarat (Lambayong); Agusan del Norte; Surigao del Norte ,20/02/2012,25000,,
2012-0171,Flash flood,Flood,11/06/2012,,PHL,Sultan Kudarat (Kalamansig),11/06/2012,12300,,
2012-0172,Flash flood,Flood,12/06/2012,,PHL,"Saranggani (Glan); North Cotabato, Maguindanao, Sultan Kudarat",09/06/2012,700,,1
2012-0260,Tropical cyclone,Storm,07/08/2012,,PHL,"ICR; Locos Sur, Pangasinan (Region I - Ilocos region); Cagayan (REgion II - Cagayan Valley); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac (Region III - Central Luzon; Batangas, Cavite, Laguna, Zal Region IV-A - Calabarzon); Occidental Mindoro (Region IV-B - Mimaropa); Klan, Antique, Loilo, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Lanao del Norte, Misamis Oriental (REion X - Northern Mindanao); Cotabato (Region XII - Soccsksargen); Benguet, Ifugao, Kalinga, Mountain province (CAR);",31/07/2012,949086,9821,58
